"tid";"price";"timestep"
7305;57.07;2011-02-15 20:00:00
7306;59.72;2011-02-24 16:00:00
7307;43.12;2011-10-15 15:00:00
7308;43.96;2011-10-29 07:00:00
7311;53.03;2011-07-01 22:00:00
7312;43.07;2011-12-22 23:00:00
7313;59.79;2011-02-03 13:00:00
7314;58.42;2011-11-03 08:00:00
7319;62.23;2011-04-21 21:00:00
7320;55.52;2011-07-12 15:00:00
7323;45.74;2011-04-02 04:00:00
7324;42.21;2011-09-30 01:00:00
7329;33.34;2011-04-30 15:00:00
7330;70.98;2011-10-27 12:00:00
7337;45.58;2011-04-21 01:00:00
7338;65.13;2011-05-23 21:00:00
7339;56.12;2011-04-16 09:00:00
7340;48.24;2011-11-06 22:00:00
7341;55.58;2011-08-19 20:00:00
7342;54.94;2011-08-01 08:00:00
7345;38.01;2011-07-19 02:00:00
7348;46.59;2011-08-31 23:00:00
7349;33.99;2011-12-15 05:00:00
7350;41.85;2011-12-10 00:00:00
7353;48.31;2011-02-27 16:00:00
7354;53.08;2011-04-06 17:00:00
7355;50.45;2011-08-20 11:00:00
7358;63.11;2011-08-31 17:00:00
7360;49.13;2011-12-20 07:00:00
7362;49.92;2011-06-01 05:00:00
7364;58.06;2011-07-20 15:00:00
7365;50.24;2011-10-14 14:00:00
7366;41.65;2011-11-30 05:00:00
7367;62.92;2011-02-10 10:00:00
7114;54.27;2011-06-28 22:00:00
7116;62.07;2011-01-21 16:00:00
7117;64.06;2011-08-26 09:00:00
7120;70;2011-09-27 18:00:00
7121;71.09;2011-03-07 18:00:00
7122;48.92;2011-01-17 23:00:00
7124;42.37;2011-02-24 04:00:00
7127;65.52;2011-09-23 07:00:00
7129;63.96;2011-11-25 19:00:00
7131;59.19;2011-03-24 11:00:00
7132;42.33;2011-04-13 04:00:00
7134;58.4;2011-01-17 13:00:00
7135;43.95;2011-03-15 02:00:00
7137;45.82;2011-01-24 02:00:00
7138;53.7;2011-03-29 14:00:00
7140;42.94;2011-10-01 01:00:00
7143;63.1;2011-04-05 10:00:00
7144;40.54;2011-10-07 01:00:00
7145;45.08;2011-10-26 05:00:00
7147;35.03;2011-12-21 03:00:00
7149;66.13;2011-02-28 13:00:00
7150;41.29;2011-07-06 05:00:00
7152;31.45;2011-09-26 05:00:00
7155;57.99;2011-07-19 15:00:00
7156;55.78;2011-06-26 12:00:00
7163;53.1;2011-10-01 21:00:00
7164;64.02;2011-08-30 19:00:00
7165;33.22;2011-12-22 03:00:00
7168;24.82;2011-01-08 01:00:00
7171;55.97;2011-04-15 17:00:00
7173;43.91;2011-11-27 11:00:00
7174;54.91;2011-08-19 13:00:00
7175;46.95;2011-03-12 04:00:00
7176;46.5;2011-02-19 21:00:00
7181;38.35;2011-10-19 02:00:00
7182;68.95;2011-01-03 08:00:00
7183;40.22;2011-10-19 01:00:00
7186;34.5;2011-10-30 07:00:00
7187;104.01;2011-11-23 18:00:00
7190;45;2011-05-15 08:00:00
7192;49.46;2011-09-05 17:00:00
7193;53.29;2011-06-13 15:00:00
7194;50.05;2011-01-13 15:00:00
7197;43.03;2011-01-30 05:00:00
7199;41.65;2011-03-20 05:00:00
7203;53.38;2011-11-18 23:00:00
7206;47.44;2011-11-19 01:00:00
7210;57.76;2011-06-21 16:00:00
7211;60.1;2011-09-13 19:00:00
7216;59.29;2011-06-20 16:00:00
7217;39.98;2011-07-30 16:00:00
7221;27.98;2011-07-15 04:00:00
7223;54.44;2011-11-28 06:00:00
7224;69;2011-01-03 16:00:00
7228;56.85;2011-04-16 12:00:00
7231;64.07;2011-02-11 08:00:00
7232;41.03;2011-07-09 02:00:00
7233;90.31;2011-11-16 17:00:00
7236;48.96;2011-09-22 23:00:00
7237;58.99;2011-05-02 12:00:00
7245;65.17;2011-05-19 21:00:00
7247;62.69;2011-11-30 10:00:00
7248;67.59;2011-04-04 12:00:00
7255;49.12;2011-08-06 08:00:00
7259;48.5;2011-03-20 09:00:00
7260;47.93;2011-02-15 21:00:00
7263;15.12;2011-02-05 01:00:00
7265;19.66;2011-12-25 00:00:00
7267;72.18;2011-05-18 09:00:00
7268;54.36;2011-02-18 15:00:00
7269;53.85;2011-09-16 22:00:00
7270;54.94;2011-09-17 13:00:00
7273;46.06;2011-02-03 23:00:00
7274;54.97;2011-06-10 22:00:00
7277;71.02;2011-05-31 09:00:00
7278;44.94;2011-02-22 02:00:00
7281;63.01;2011-09-28 13:00:00
7282;61.21;2011-10-15 18:00:00
7283;41.06;2011-05-15 07:00:00
7284;44.93;2011-03-05 06:00:00
7295;41.39;2011-08-24 01:00:00
7296;52.18;2011-03-25 21:00:00
7297;42.78;2011-08-30 01:00:00
7298;40.96;2011-02-12 05:00:00
7299;75.18;2011-05-20 14:00:00
7300;62.5;2011-04-04 21:00:00
7301;39.39;2011-10-15 03:00:00
7302;27.82;2011-05-01 08:00:00
7303;45.95;2011-10-06 14:00:00
7304;24.18;2011-07-24 12:00:00
7309;46.49;2011-09-21 23:00:00
7310;55.11;2011-07-09 18:00:00
7315;49.38;2011-03-11 05:00:00
7316;70;2011-11-21 15:00:00
7317;54.07;2011-07-25 20:00:00
7318;37.52;2011-12-11 07:00:00
7321;53.27;2011-05-14 14:00:00
7322;69.62;2011-05-25 21:00:00
7325;52.74;2011-04-17 01:00:00
7326;42.96;2011-09-18 15:00:00
7327;48.07;2011-02-25 23:00:00
7328;52.48;2011-06-04 20:00:00
7331;45.32;2011-07-16 11:00:00
7332;57;2011-09-11 21:00:00
7333;34.38;2011-11-04 03:00:00
7334;51.3;2011-11-28 22:00:00
7335;69;2011-05-12 21:00:00
7336;62.36;2011-04-06 10:00:00
7343;53.2;2011-12-06 16:00:00
7344;43.71;2011-10-18 06:00:00
7346;47.98;2011-02-18 00:00:00
7347;46.88;2011-04-09 17:00:00
7351;38.5;2011-07-05 04:00:00
7352;65.69;2011-02-21 12:00:00
7356;78.98;2011-05-20 10:00:00
7357;44.5;2011-12-30 13:00:00
7359;65.95;2011-06-10 19:00:00
7361;57.71;2011-06-08 17:00:00
7363;66.64;2011-01-27 17:00:00
7369;38.22;2011-03-13 06:00:00
7371;54.94;2011-04-16 00:00:00
7375;49.99;2011-11-04 06:00:00
7376;56.18;2011-04-16 11:00:00
7377;59.67;2011-08-19 11:00:00
7383;45.96;2011-03-10 14:00:00
7384;38.27;2011-08-09 23:00:00
7385;31.43;2011-10-16 04:00:00
7386;39.04;2011-09-30 04:00:00
7389;37.54;2011-04-04 04:00:00
7390;63;2011-12-13 18:00:00
7391;49.5;2011-12-22 21:00:00
7392;53.91;2011-08-20 10:00:00
7394;57.33;2011-04-03 12:00:00
7395;13.13;2011-05-01 13:00:00
7398;67.07;2011-08-24 13:00:00
7399;44.21;2011-03-02 03:00:00
7403;68.12;2011-03-17 11:00:00
7404;70.43;2011-05-19 15:00:00
7407;53.56;2011-05-01 19:00:00
7408;64.41;2011-05-13 07:00:00
7411;52.39;2011-07-12 20:00:00
7412;109.97;2011-11-15 18:00:00
7413;62.42;2011-08-30 18:00:00
7414;41.98;2011-09-05 01:00:00
7415;38.96;2011-03-28 02:00:00
7419;30.3;2011-01-15 01:00:00
7420;42.19;2011-08-01 05:00:00
7423;52.48;2011-11-11 11:00:00
7424;58.65;2011-09-28 06:00:00
7425;52.5;2011-08-12 23:00:00
7426;57.43;2011-03-26 21:00:00
7427;49.01;2011-09-10 08:00:00
7428;44.76;2011-03-19 15:00:00
7429;39.93;2011-10-09 17:00:00
7431;61.19;2011-02-16 07:00:00
7433;61.63;2011-12-16 10:00:00
7435;46.99;2011-07-02 18:00:00
7368;66.27;2011-03-02 09:00:00
7370;74.07;2011-09-20 20:00:00
7372;70.43;2011-09-19 14:00:00
7373;10.32;2011-01-09 04:00:00
7374;43.92;2011-04-03 00:00:00
7378;56.19;2011-01-13 12:00:00
7379;51.87;2011-08-05 18:00:00
7380;54.93;2011-02-25 15:00:00
7381;57.09;2011-04-19 17:00:00
7382;61.95;2011-05-06 12:00:00
7387;61.52;2011-11-16 14:00:00
7388;67.94;2011-04-15 09:00:00
7393;56.83;2011-03-04 14:00:00
7396;41.96;2011-12-29 12:00:00
7397;55.04;2011-03-22 21:00:00
7400;68.68;2011-11-18 13:00:00
7401;64.08;2011-09-02 13:00:00
7402;57.31;2011-04-28 15:00:00
7405;43.76;2011-12-03 07:00:00
7406;46;2011-12-30 16:00:00
7409;47.63;2011-02-25 21:00:00
7410;23.16;2011-10-10 04:00:00
7416;51.03;2011-04-27 23:00:00
7417;61.04;2011-02-17 17:00:00
7418;68.35;2011-05-18 20:00:00
7421;53.18;2011-12-27 12:00:00
7422;64.94;2011-12-15 18:00:00
7430;46.83;2011-01-12 21:00:00
7432;57.92;2011-08-16 18:00:00
7434;50.86;2011-12-15 13:00:00
7437;57.29;2011-04-12 22:00:00
7440;51.27;2011-01-29 08:00:00
7441;48.47;2011-02-19 02:00:00
7444;68.93;2011-05-05 10:00:00
7445;45.76;2011-08-09 18:00:00
7447;44.75;2011-12-16 15:00:00
7448;15.14;2011-05-01 07:00:00
7450;60.12;2011-03-29 12:00:00
7453;53.24;2011-06-04 22:00:00
7454;65.9;2011-03-28 10:00:00
7459;66.25;2011-01-26 12:00:00
7460;34.99;2011-10-17 03:00:00
7461;46.5;2011-12-30 11:00:00
7462;48.28;2011-03-15 15:00:00
7463;34.66;2011-10-13 03:00:00
7465;53.2;2011-09-08 22:00:00
7469;47.81;2011-11-10 23:00:00
7470;42.23;2011-02-20 02:00:00
7471;49.43;2011-05-25 01:00:00
7473;51.66;2011-12-08 19:00:00
7475;38.93;2011-07-06 03:00:00
7477;23.5;2011-04-25 05:00:00
7478;52.8;2011-06-02 09:00:00
7482;44.85;2011-04-01 05:00:00
7484;70.5;2011-06-14 09:00:00
7485;26.9;2011-01-06 05:00:00
7486;50.14;2011-04-12 17:00:00
7487;56.93;2011-04-28 20:00:00
7488;58.07;2011-02-03 15:00:00
7491;68.3;2011-05-03 09:00:00
7492;10.19;2011-07-23 04:00:00
7494;55.42;2011-09-14 17:00:00
7495;42.2;2011-07-14 00:00:00
7496;44.92;2011-03-22 04:00:00
7499;68.8;2011-05-05 09:00:00
7504;40;2011-07-03 17:00:00
7507;40.75;2011-11-09 04:00:00
7509;43;2011-08-17 00:00:00
7511;40.72;2011-08-27 01:00:00
7513;54.31;2011-12-23 09:00:00
7516;44.73;2011-07-02 07:00:00
7518;59.72;2011-12-10 17:00:00
7521;64.88;2011-01-24 19:00:00
7523;22.67;2011-04-09 01:00:00
7525;43.36;2011-06-26 09:00:00
7527;47.79;2011-10-14 15:00:00
7528;70.95;2011-10-02 19:00:00
7530;42.67;2011-12-23 15:00:00
7534;56.06;2011-08-12 11:00:00
7535;54.03;2011-03-12 01:00:00
7537;44.4;2011-04-25 18:00:00
7538;51.13;2011-03-09 16:00:00
7541;43.55;2011-11-18 05:00:00
7542;17.7;2011-12-30 03:00:00
7545;53.04;2011-07-01 18:00:00
7547;70.96;2011-04-14 12:00:00
7549;53.2;2011-11-06 20:00:00
7550;53.02;2011-02-24 22:00:00
7552;36.73;2011-04-23 14:00:00
7562;69.57;2011-11-17 08:00:00
7564;50.33;2011-10-08 00:00:00
7565;32.92;2011-12-24 16:00:00
7569;50.6;2011-04-29 17:00:00
7571;64.15;2011-02-22 07:00:00
7572;39.76;2011-10-16 14:00:00
7575;43;2011-03-09 03:00:00
7576;57.63;2011-09-02 15:00:00
7577;61.28;2011-09-28 15:00:00
7582;37.37;2011-12-16 01:00:00
7583;50.54;2011-01-13 14:00:00
7584;49.52;2011-05-05 02:00:00
7585;52.43;2011-04-19 23:00:00
7587;49.36;2011-01-14 21:00:00
7588;50.88;2011-11-11 13:00:00
7589;29.84;2011-06-25 06:00:00
7591;59.25;2011-12-14 11:00:00
7593;53.62;2011-07-09 23:00:00
7594;48.47;2011-01-04 06:00:00
7595;47.27;2011-03-13 01:00:00
7596;68.05;2011-09-02 11:00:00
7597;34;2011-05-29 03:00:00
7598;79.33;2011-05-09 09:00:00
7599;32.57;2011-05-29 16:00:00
7600;61.91;2011-11-10 15:00:00
7601;64.79;2011-06-13 11:00:00
7602;35;2011-10-03 05:00:00
7606;50;2011-09-23 16:00:00
7607;43.02;2011-08-26 04:00:00
7608;72.06;2011-05-25 12:00:00
7614;54.91;2011-12-21 13:00:00
7616;63.1;2011-06-06 22:00:00
7617;36.8;2011-07-23 17:00:00
7618;40.36;2011-07-27 00:00:00
7619;39;2011-09-24 05:00:00
7622;55.98;2011-08-14 22:00:00
7623;45.06;2011-02-17 01:00:00
7624;55.22;2011-02-25 16:00:00
7626;65.88;2011-11-10 10:00:00
7627;49.66;2011-04-22 00:00:00
7628;60.85;2011-07-22 11:00:00
7629;60.11;2011-12-04 19:00:00
7631;44.18;2011-03-02 04:00:00
7632;68.53;2011-03-22 08:00:00
7634;53.19;2011-12-23 19:00:00
7637;74.22;2011-11-10 19:00:00
7640;21.59;2011-06-26 04:00:00
7643;55.74;2011-07-25 16:00:00
7645;55.62;2011-12-12 16:00:00
7646;70.33;2011-03-14 09:00:00
7649;45.07;2011-07-16 08:00:00
7650;43.03;2011-04-27 03:00:00
7652;48.19;2011-08-24 06:00:00
7654;75.75;2011-05-11 11:00:00
7656;39.5;2011-04-03 07:00:00
7658;54.03;2011-12-02 14:00:00
7660;29.94;2011-05-29 06:00:00
7662;51.65;2011-05-20 01:00:00
7665;50.73;2011-05-28 14:00:00
7667;52.13;2011-12-14 13:00:00
7668;50.42;2011-11-20 12:00:00
7671;61.95;2011-03-29 21:00:00
7672;70.08;2011-05-27 12:00:00
7673;44.83;2011-02-20 01:00:00
7675;73.33;2011-03-09 20:00:00
7677;42.83;2011-01-03 02:00:00
7681;42.16;2011-07-07 05:00:00
7682;44.94;2011-04-30 11:00:00
7436;71.48;2011-05-10 19:00:00
7438;14.64;2011-01-15 04:00:00
7439;60.08;2011-01-23 20:00:00
7442;48.91;2011-08-24 23:00:00
7443;65.18;2011-11-14 12:00:00
7446;42.05;2011-07-02 17:00:00
7449;69.51;2011-06-07 08:00:00
7451;37.39;2011-11-26 06:00:00
7452;64.76;2011-08-23 07:00:00
7455;71.84;2011-03-04 08:00:00
7456;62.84;2011-06-24 12:00:00
7457;39.31;2011-07-21 02:00:00
7458;59.55;2011-01-07 16:00:00
7464;39.46;2011-07-02 16:00:00
7466;49.03;2011-09-06 12:00:00
7467;32.95;2011-12-24 20:00:00
7468;21.55;2011-01-09 01:00:00
7472;48.54;2011-06-10 00:00:00
7474;68.58;2011-10-02 20:00:00
7476;28.51;2011-09-18 04:00:00
7479;66.92;2011-02-24 09:00:00
7480;35.02;2011-08-08 23:00:00
7481;21.83;2011-04-25 10:00:00
7483;46.28;2011-03-27 15:00:00
7489;60.63;2011-07-13 15:00:00
7490;30;2011-01-10 00:00:00
7493;65.14;2011-09-01 09:00:00
7497;59.68;2011-12-07 17:00:00
7498;44.55;2011-05-24 01:00:00
7500;77.8;2011-06-15 11:00:00
7501;69.52;2011-11-29 07:00:00
7502;69.02;2011-06-07 18:00:00
7503;53.13;2011-01-22 21:00:00
7505;40.1;2011-06-29 05:00:00
7506;64.6;2011-04-21 11:00:00
7508;45.12;2011-03-03 03:00:00
7510;57.54;2011-12-03 17:00:00
7512;60.14;2011-01-17 12:00:00
7514;41.61;2011-08-16 05:00:00
7515;59.02;2011-02-10 17:00:00
7517;60.93;2011-07-13 10:00:00
7519;33.94;2011-09-06 01:00:00
7520;70.96;2011-06-01 12:00:00
7522;44.1;2011-09-01 01:00:00
7524;67.96;2011-02-22 11:00:00
7526;45.32;2011-02-27 15:00:00
7529;60.41;2011-09-07 19:00:00
7531;66.19;2011-11-30 16:00:00
7532;47.98;2011-06-13 00:00:00
7533;64.36;2011-03-28 18:00:00
7536;66.08;2011-05-20 16:00:00
7539;64.93;2011-03-29 20:00:00
7540;69.57;2011-09-05 09:00:00
7543;52;2011-11-12 09:00:00
7544;15.63;2011-12-27 04:00:00
7546;46.38;2011-03-09 14:00:00
7548;58.24;2011-05-27 16:00:00
7551;39.19;2011-04-06 03:00:00
7553;45.28;2011-04-17 03:00:00
7554;46.74;2011-04-25 19:00:00
7555;50.44;2011-08-05 19:00:00
7556;42.86;2011-08-26 03:00:00
7557;66.16;2011-09-25 19:00:00
7558;66.48;2011-03-03 07:00:00
7559;66.01;2011-04-11 09:00:00
7560;33.38;2011-05-01 05:00:00
7561;64.76;2011-03-15 07:00:00
7563;47.93;2011-02-02 05:00:00
7566;43.12;2011-10-15 14:00:00
7567;58.01;2011-08-05 11:00:00
7568;54.62;2011-02-26 12:00:00
7570;74.16;2011-10-26 18:00:00
7573;57.52;2011-01-10 15:00:00
7574;71.56;2011-09-15 20:00:00
7578;51.3;2011-03-23 22:00:00
7579;47.31;2011-01-11 00:00:00
7580;51.96;2011-06-18 20:00:00
7581;50.87;2011-07-28 19:00:00
7586;49.69;2011-04-07 00:00:00
7590;51.94;2011-02-08 15:00:00
7592;57.64;2011-06-24 07:00:00
7603;47.11;2011-10-15 21:00:00
7604;46.64;2011-11-20 16:00:00
7605;35.07;2011-12-19 04:00:00
7609;47.31;2011-11-14 23:00:00
7610;19.56;2011-12-27 00:00:00
7611;75.04;2011-09-27 19:00:00
7612;60;2011-12-01 20:00:00
7613;32.55;2011-01-12 05:00:00
7615;52.5;2011-04-03 10:00:00
7620;66.94;2011-06-01 09:00:00
7621;49.94;2011-07-27 06:00:00
7625;58.48;2011-05-08 20:00:00
7630;65.99;2011-12-02 19:00:00
7633;47.27;2011-08-11 16:00:00
7635;50.56;2011-07-18 17:00:00
7636;52.3;2011-06-28 21:00:00
7638;67.99;2011-04-18 10:00:00
7639;54.72;2011-01-10 20:00:00
7641;47.7;2011-02-06 12:00:00
7642;50;2011-07-20 18:00:00
7644;49.58;2011-04-17 17:00:00
7647;41;2011-03-31 02:00:00
7648;45.6;2011-03-09 12:00:00
7651;50.84;2011-10-18 22:00:00
7653;49.33;2011-01-11 23:00:00
7655;61.17;2011-02-15 17:00:00
7657;69.87;2011-09-21 09:00:00
7659;40.23;2011-07-16 04:00:00
7661;40.97;2011-10-24 14:00:00
7663;15.22;2011-04-24 06:00:00
7664;69.63;2011-11-09 09:00:00
7666;49.23;2011-06-22 06:00:00
7669;49.82;2011-02-11 15:00:00
7670;48.5;2011-05-26 01:00:00
7674;42.43;2011-10-20 05:00:00
7676;47.18;2011-09-18 13:00:00
7678;59.14;2011-09-09 21:00:00
7679;22.48;2011-11-27 05:00:00
7680;50.34;2011-06-04 00:00:00
7683;47.16;2011-03-22 01:00:00
7684;59.9;2011-03-08 20:00:00
7685;38.17;2011-01-16 16:00:00
7686;66.39;2011-03-16 08:00:00
7687;64.95;2011-06-01 17:00:00
7688;61.02;2011-09-14 18:00:00
7689;69.09;2011-05-25 07:00:00
7690;49.8;2011-02-26 08:00:00
7691;49.37;2011-11-21 00:00:00
7692;65.92;2011-11-15 13:00:00
7693;60;2011-01-12 14:00:00
7695;68.7;2011-10-28 10:00:00
7698;70;2011-11-16 16:00:00
7699;35.3;2011-01-25 02:00:00
7700;62.23;2011-06-17 08:00:00
7703;62.5;2011-05-18 16:00:00
7704;51.77;2011-11-08 22:00:00
7707;30.51;2011-12-18 00:00:00
7708;56.2;2011-12-05 09:00:00
7711;31.47;2011-07-31 01:00:00
7712;66.95;2011-11-02 09:00:00
7713;41.51;2011-03-11 03:00:00
7714;45.63;2011-02-04 13:00:00
7719;37.93;2011-11-27 16:00:00
7720;37.31;2011-04-17 15:00:00
7723;42.07;2011-09-03 04:00:00
7724;45.91;2011-07-20 21:00:00
7727;55.74;2011-06-11 18:00:00
7728;51.94;2011-12-31 12:00:00
7730;70;2011-09-05 10:00:00
7733;23.17;2011-09-12 04:00:00
7734;64.48;2011-01-07 07:00:00
7736;40.85;2011-09-30 02:00:00
7738;40.63;2011-10-26 03:00:00
7739;62.03;2011-01-29 19:00:00
7740;50.93;2011-08-03 22:00:00
7743;61.2;2011-05-02 09:00:00
7694;48.43;2011-11-29 21:00:00
7696;50.97;2011-08-06 09:00:00
7697;40.32;2011-09-29 04:00:00
7701;45.91;2011-01-27 02:00:00
7702;35.03;2011-04-10 11:00:00
7705;34.38;2011-01-08 23:00:00
7706;48.6;2011-07-17 19:00:00
7709;46.66;2011-11-06 13:00:00
7710;45.94;2011-05-08 17:00:00
7715;42.86;2011-11-19 04:00:00
7716;58.78;2011-05-08 23:00:00
7717;63.27;2011-05-26 11:00:00
7718;49.82;2011-05-07 07:00:00
7721;49.93;2011-10-06 09:00:00
7722;57.05;2011-06-30 07:00:00
7725;53.71;2011-11-20 22:00:00
7726;57.52;2011-06-24 13:00:00
7729;43;2011-07-03 18:00:00
7731;56.28;2011-10-15 20:00:00
7732;39.59;2011-10-27 03:00:00
7735;48.63;2011-12-20 08:00:00
7737;50.52;2011-08-27 14:00:00
7741;46.73;2011-06-25 00:00:00
7742;26.89;2011-08-08 03:00:00
7747;19.49;2011-12-29 00:00:00
7748;58.2;2011-01-28 16:00:00
7751;59.8;2011-09-03 20:00:00
7752;57.06;2011-02-16 14:00:00
7753;55.2;2011-07-15 14:00:00
7755;54.19;2011-06-26 21:00:00
7756;54.93;2011-09-03 09:00:00
7761;55.93;2011-08-19 18:00:00
7763;52.08;2011-06-18 17:00:00
7764;49.33;2011-09-18 10:00:00
7766;42.44;2011-03-27 07:00:00
7768;62.95;2011-03-28 06:00:00
7769;47.65;2011-06-12 01:00:00
7771;60.71;2011-12-03 20:00:00
7773;51.45;2011-10-04 22:00:00
7776;50.49;2011-06-04 15:00:00
7777;39.89;2011-08-14 13:00:00
7779;65.18;2011-10-20 17:00:00
7780;54.57;2011-06-08 22:00:00
7781;52.84;2011-08-27 21:00:00
7783;50.28;2011-07-28 16:00:00
7784;53.12;2011-04-12 06:00:00
7786;43.32;2011-12-09 06:00:00
7787;43;2011-08-09 15:00:00
7789;56.78;2011-03-09 17:00:00
7790;49.04;2011-01-15 08:00:00
7791;31.49;2011-01-08 14:00:00
7794;43.23;2011-12-04 13:00:00
7795;21.15;2011-10-04 03:00:00
7803;52.23;2011-06-18 18:00:00
7804;58.83;2011-07-13 14:00:00
7806;40.5;2011-11-22 04:00:00
7809;59.81;2011-12-20 18:00:00
7810;20.62;2011-09-12 03:00:00
7813;45.1;2011-04-11 03:00:00
7814;36.17;2011-11-30 04:00:00
7815;52;2011-11-03 10:00:00
7817;54.81;2011-05-07 18:00:00
7818;63.04;2011-03-11 07:00:00
7820;35.4;2011-01-23 05:00:00
7822;40.22;2011-07-15 00:00:00
7825;50.08;2011-05-12 04:00:00
7827;63.06;2011-01-13 08:00:00
7828;20.86;2011-07-24 16:00:00
7829;52.1;2011-01-12 20:00:00
7832;39.2;2011-07-07 04:00:00
7835;43.28;2011-09-21 05:00:00
7836;65.01;2011-01-14 08:00:00
7843;58.44;2011-05-30 22:00:00
7844;46.54;2011-05-03 04:00:00
7846;56.01;2011-08-17 17:00:00
7847;41.6;2011-12-23 23:00:00
7848;53.87;2011-12-11 12:00:00
7850;42.7;2011-04-26 00:00:00
7851;57.44;2011-11-03 12:00:00
7853;58.25;2011-05-06 17:00:00
7854;46.95;2011-07-02 22:00:00
7856;65.1;2011-11-28 14:00:00
7857;65.12;2011-06-17 18:00:00
7858;55.48;2011-04-15 23:00:00
7860;51.79;2011-05-06 23:00:00
7861;49.61;2011-12-13 13:00:00
7862;62.45;2011-07-20 10:00:00
7864;48.75;2011-12-19 20:00:00
7865;49.22;2011-04-30 09:00:00
7866;65.97;2011-08-30 10:00:00
7868;44.39;2011-05-07 06:00:00
7870;41.21;2011-12-16 05:00:00
7875;40.04;2011-07-29 01:00:00
7876;14.24;2011-09-11 03:00:00
7878;41.52;2011-02-06 09:00:00
7881;46.25;2011-06-15 02:00:00
7883;67.57;2011-11-24 11:00:00
7884;32.68;2011-04-01 03:00:00
7887;24.92;2011-08-11 05:00:00
7889;34.92;2011-12-06 04:00:00
7891;47.75;2011-12-20 21:00:00
7894;35.77;2011-08-17 02:00:00
7895;67;2011-05-20 17:00:00
7897;46.75;2011-01-28 01:00:00
7898;64.89;2011-11-02 13:00:00
7900;47.01;2011-03-24 05:00:00
7903;55.8;2011-02-22 22:00:00
7904;49.94;2011-01-05 22:00:00
7906;47.58;2011-03-10 05:00:00
7907;57.08;2011-07-27 09:00:00
7908;39.59;2011-08-30 02:00:00
7911;64.09;2011-06-01 07:00:00
7914;40.03;2011-08-18 03:00:00
7915;60.23;2011-07-20 14:00:00
7917;47.47;2011-01-24 01:00:00
7918;56.02;2011-09-21 17:00:00
7919;47.59;2011-04-23 01:00:00
7930;59.58;2011-11-28 21:00:00
7931;10.17;2011-06-19 13:00:00
7933;47.03;2011-10-24 06:00:00
7934;46.25;2011-02-04 12:00:00
7937;47.84;2011-08-16 06:00:00
7941;53.17;2011-08-27 19:00:00
7943;59.81;2011-04-12 09:00:00
7944;57.88;2011-09-02 17:00:00
7949;45.14;2011-10-16 12:00:00
7951;63.23;2011-10-25 08:00:00
7952;54.01;2011-05-22 11:00:00
7955;77.08;2011-03-14 19:00:00
7956;62.98;2011-01-10 11:00:00
7957;36.12;2011-09-21 04:00:00
7958;55.02;2011-03-05 11:00:00
7959;15.65;2011-12-17 03:00:00
7960;44.96;2011-03-13 08:00:00
7967;64.51;2011-09-11 20:00:00
7968;51.61;2011-06-04 17:00:00
7969;43.47;2011-02-19 05:00:00
7970;36.86;2011-11-26 04:00:00
7971;12.23;2011-12-24 05:00:00
7972;68.98;2011-09-20 08:00:00
7973;55.44;2011-03-24 17:00:00
7974;51.89;2011-10-28 14:00:00
7976;53.74;2011-03-08 17:00:00
7982;58.72;2011-04-27 19:00:00
7983;47.15;2011-10-21 13:00:00
7986;52.08;2011-09-28 22:00:00
7987;53.01;2011-07-22 18:00:00
7988;42.74;2011-12-23 06:00:00
7989;47.82;2011-06-05 16:00:00
7992;51.39;2011-01-23 23:00:00
7995;65.63;2011-05-24 12:00:00
7996;65.99;2011-09-02 07:00:00
7999;35.76;2011-10-07 05:00:00
8000;36.76;2011-06-28 01:00:00
8003;58.9;2011-09-10 10:00:00
8004;73.6;2011-10-26 10:00:00
8005;41.26;2011-11-24 04:00:00
7744;49.44;2011-01-13 22:00:00
7745;54.46;2011-09-23 06:00:00
7746;61.44;2011-10-10 14:00:00
7749;80.83;2011-11-18 17:00:00
7750;52.93;2011-04-09 23:00:00
7754;35;2011-08-02 02:00:00
7757;43.04;2011-04-05 03:00:00
7758;74.93;2011-04-04 08:00:00
7759;50.68;2011-12-01 22:00:00
7760;52.41;2011-05-05 00:00:00
7762;42.68;2011-01-06 00:00:00
7765;52.53;2011-08-11 21:00:00
7767;28.79;2011-08-07 08:00:00
7770;56.82;2011-03-21 13:00:00
7772;46.62;2011-12-18 11:00:00
7774;75.01;2011-11-19 18:00:00
7775;58.49;2011-06-07 22:00:00
7778;54.94;2011-08-02 10:00:00
7782;32.61;2011-10-24 02:00:00
7785;72.05;2011-05-25 20:00:00
7788;62.02;2011-09-01 15:00:00
7792;60.13;2011-09-23 21:00:00
7793;47.34;2011-08-11 14:00:00
7796;56.26;2011-12-02 16:00:00
7797;60.81;2011-11-03 20:00:00
7798;45.61;2011-08-27 07:00:00
7799;60.04;2011-02-18 20:00:00
7800;56.19;2011-03-29 22:00:00
7801;58.56;2011-01-05 20:00:00
7802;14.87;2011-01-17 04:00:00
7805;66.08;2011-06-16 18:00:00
7807;53.02;2011-01-09 12:00:00
7808;35.09;2011-07-13 03:00:00
7811;43.97;2011-10-29 02:00:00
7812;55.67;2011-08-16 11:00:00
7816;42.44;2011-02-27 03:00:00
7819;55.96;2011-12-07 11:00:00
7821;51.02;2011-04-12 15:00:00
7823;56.18;2011-04-05 13:00:00
7824;69.1;2011-09-01 12:00:00
