"tid";"b";"capex";"g";"i_max";"id";"opex";"r";"v_rated";"x"
12536;1.398008730847458;0;0;680;line_type_Ge7534a6b61785f3b657609ce999f31141d89813c7beb4c485f3cbd3e780612c17er;0;0.1094;110;0.4
12537;147.52919006347656;0;0;343;line_type_nrt3ee67f14a9dbfbb954f5feb50d889fe47ced461e9a3ba13fab7e81ba2e4a7357iina;0;0.1589999943971634;10;0.09799999743700027
12538;120.54290771484375;0;0;315;line_type_en6b5944d4b66c48ff3e247e3fb27d92364d123fb2e2bd43f12bc3e1db08d6b34chaeee;0;0.1979999989271164;10;0.11900000274181366
12539;0;0;0;999;line_type_eneeh14bd2c44e8ea89a831eef4839d47d82b89cc08f0f2a6ebcd5c7c8d5dde82e368n;0;0.5550000071525574;0.4;0.30000001192092896
12540;23.404865264892575;0;0;170;line_type_hhab4f29a8852c0f32ec427999e3e2a8ceafe9e14b3272be0ab7c8623746609f41Ieb;0;0.7160000205039978;10;0.3540000021457672
12541;0;0;0;270;line_type_ea4701c326119c0aeca423fc4d244b580df2c39fcc48c3ae29c4e8de49e60fdb0r;0;0.4370000064373016;0.4;0.17599999904632568
12542;0;0;0;999;line_type_neeb0e5195f1140ad67a7de1f30f2c55bc6689b04a2ac661106619a93c1d8398ffaI;0;0.16699999570846558;0.4;0.08299999684095383
12550;0;0;0;999;line_type_eead31dcf588c96c2b285b21b1a5763f6bc55bbad1127475348eb07ec78b1b072abt;0;0.8299999833106995;0.4;0.3499999940395355
12551;62.39202880859375;0;0;323;line_type_c076bd056980a444ccd5100e2da4e32a2687241c1d3b3705d513b0d362d78bfce;0;0.20900000631809235;10;0.1289999932050705
12552;4.680973052978516;0;0;290;line_type_bie51db39224f83ca4a2df71631c86c21be167003fd2b0aecbcdfa18d864961fee8ell;0;0.4059999883174896;10;0.37700000405311584
12553;2.8274333477020264;0;0;250;line_type_ei64efb3cc80f839d28185acf1dc1e1cc953a843f901fc8ce610954694be7e67fbbbbh;0;0.36899998784065247;10;0.39500001072883606
12554;42.631412506103516;0;0;170;line_type_ibbe1c7f0d9c4ae501b67187e98b3deaed5025938438eafac6a96ffd635fb88233d;0;0.6150000095367432;10;0.3089999854564667
12555;10.775662422180176;0;0;250;line_type_t11beec96c1a7d115756e399febf3771619b8c50a6f4b9f5095e5d4841ca2bd62ib;0;0.34700000286102295;10;0.3580000102519989
12556;192.5796356201172;0;0;603;line_type_bg41cb03ee1c71333add2246a29a23f717894832e3786cfe97d6e4cae641324066teer;0;0.0689999982714653;10;0.09600000083446503
12558;108.82476806640624;0;0;323;line_type_eeb2bbb5b38e4f00ac41f02f3175e32165d56fc016e3b0dbb76043fc12bcc1d75Gn;0;0.18000000715255737;10;0.11599999666213988
12562;107.63096618652344;0;0;200;line_type_rb3d146842da024afa583a3fd8cd2a2285d1a10f505825655cc9308719aaea72brli;0;0.23999999463558197;10;0.11299999803304672
12564;139.48670959472656;0;0;296;line_type_rcf73ae28ccdd859ebf84935a1f426e672461c1467041375ad8ad61b93b5b2728e;0;0.18700000643730164;10;0.09799999743700027
12566;120.07167053222656;0;0;200;line_type_f4683adf3392d5a46a0427514e9f1739e9a9fe3aef7b7110df89d12527f5850cbenm;0;0.3630000054836273;10;0.10100000351667404
12569;0;0;0;999;line_type_hb18f2865adf2f2edce1cbcd84c6b6191edb45a80a3e6c323129f953d05933c6bttnr;0;0.5239999890327454;0.4;0.3499999940395355
12543;8.922122955322266;0;0;160;line_type_e07db45522d346e274e98f22455503b59660073066d3f5e0ae09852f5878af36ee;0;0.43299999833106995;10;0.36000001430511475
12544;17.749998092651367;0;0;170;line_type_ib116cf63866e743ead499ad3c563e9a982f6434a81cbc9f94c6a781fe2522763fbi;0;0.7459999918937683;10;0.367000013589859
12545;3.119920015335083;0;0;118;line_type_andcc249715d5949c38d1fa6f98b54a16040732e4f1605da3930e388aa88f6181fee;0;1.3200000524520874;0.4000000059604645;0.3659999966621399
12546;21.61415672302246;0;0;290;line_type_berhieca12dac802d4caf3a40b0b7ed542679b8e573cc06e296dace53e2ddcdc693d2iImb;0;0.38100001215934753;10;0.3490000069141388
12547;118.81503295898438;0;0;316;line_type_aeb57a0d4649ff220bfb04509d127c530d5859163f4b3b0bece28db77e71528200e;0;0.20499999821186063;10;0.11400000005960464
12549;120.54290771484376;0;0;200;line_type_nbb68e71d396242c608ca68009a790488a0ecab949648326e9697fddf04ad920abng;0;0.35100001096725464;10;0.10199999809265135
12557;141.93714904785156;0;0;358;line_type_teebb7a5b18f5df1e0ae93e78c12f3726fddaaca37c7d4b60d2d931944e1f8a00dedI;0;0.13300000131130219;10;0.10599999874830246
12559;94.2477798461914;0;0;171;line_type_neeba9c69fd8748f9f92db2cec389d1a9d44fd01dc7222953169dc1ab88c3a31c97r;0;0.4580000042915344;10;0.10899999737739564
12561;127.36016845703124;0;0;200;line_type_iaf84f43cb5153fc870d150a8083b899ab76b85698cee48e4ccc0474ac5440cec2ndG;0;0.33500000834465027;10;0.09799999743700027
12563;191.63699340820312;0;0;300;line_type_rlr23419003c3a2d62c93e0cc8cfea736a843ddfb0b026f7cda9c515e08a81ff4d8edt;0;0.2070000022649765;0.4000000059604645;0.06911499798297882
12565;103.45264434814453;0;0;170;line_type_ehit9e84bc2353ea91de2416c2bb9f417572005a4d3f3f4df191e883cf0739ba05bbe;0;0.29499998688697815;10;0.16699999570846558
12567;76.12078857421875;0;0;414;line_type_dhebbe1e894de538f989ae9bd16b2233ec856edb91be8690a1be0443d53a16061aftrb;0;0.12999999523162842;10;0.11900000274181366
12568;114.82521057128906;0;0;200;line_type_elfbe352782122f2d48d340e5e17c6c945fb4920bc18ee4a409838331804c93676heee;0;0.2980000078678131;10;0.10700000077486038
102;0;0;0;0;line_type_6d2d5b033d51f20e_6d2daf577d123afc;0;0.265;0.4;0
103;0;0;0;0;line_type_75a3acf76ae5e35e_75083af5e9fb3500;0;0.876;0.4;0.083
104;0;0;0;0;line_type_7c0d87d61f3bdb0d_41a3fe014a9dfdaa;0;0.411;0.4;0
105;0;0;0;0;line_type_6bc1e973383bd67f_6bc30418529df4b1;0;1.1500000000000001;0.4;0
106;0;0;0;0;line_type_6ba37987b9c61997_6ba375e32a3bb20b;0;1.18;0.4;0.37
107;0;0;0;0;line_type_7ea84f4f5808124c_6d2c0c9974d0c926;0;0.876;0.4;0.072
108;0;0;0;0;line_type_633a18e4b02bf8fd_4c7a0ea2dddd63d9;0;0.524;0.4;0.35000000000000003
109;0;0;0;0;line_type_6d2dac16297b2522_6d2daf577d123afc;0;0.866;0.4;0.086
110;0;0;0;0;line_type_7c2d2ee25c5c249b_7c221c5d4104ad7b;0;0.389;0.4;0.083
111;0;0;0;0;line_type_5329e570c38219fa_533f744c82676554;0;0.526;0.4;0.083
112;0;0;0;0;line_type_51c7baa2fa80b65f_5104458aa9e06473;0;1.11;0.4;0.32
116;0;0;0;0;line_type_45b63b1a587a9e54_4ec5048a8badcfb0;0;0.642;0.4;0.106
117;0;0;0;0;line_type_6d13dc87917c3ca3_7126b20180500cce;0;0.321;0.4;0.086
118;0;0;0;0;line_type_6d4d716d3baaf379_6d4d76f6ccd21e02;0;0.444;0.4;0.087
119;0;0;0;0;line_type_6d549436dc4528dc_6d4d1f48c863e541;0;0.443;0.4;0.069
120;95.7557440814169;0;0;200;line_type_05554052-S-K-LT-00262;0;0.308;10;0.112
121;127.26591839692253;0;0;323;line_type_05554052-S-K-LT-00263;0;0.169;10;0.111
122;0;0;0;0;line_type_6d2d809c141e5562_6d2d8ca4ef856e71;0;0.555;0.4;0.3
123;0;0;0;0;line_type_773f733a2f90de44_5424548eaef67000;0;0.167;0.4;0.083
124;0;0;0;0;line_type_60cdad0c0f6e7129_60ce970f5d2c0ca0;0;0.321;0.4;0.082
