"tid";"b";"capex";"g";"i_max";"id";"opex";"r";"v_rated";"x"
12256;0;0;0;148;line_type_ni95cbcd2b0f3513d99f7ea06484e42510a40da8b280662efedc92bf14233631ednn;0;0.6420000195503235;0.4;0.09000000357627869
12257;2.8274333477020264;0;0;170;line_type_dG09c9dfb3c2be1cecde3145672181c90ad60259e3d8c5f389a20fd849608deecfi;0;0.5249999761581421;10;0.38999998569488525
12258;26.483625411987305;0;0;290;line_type_rrd8f5c687ec9d35e9f3eb4de8e7a651c85ad7bde1bb1215850c62342e1261ce80eaed;0;0.36899998784065247;10;0.3370000123977661
12259;0;0;0;159;line_type_icf9b3d84fefa618aa114a1c61152ba7f55f769cd04925bd76096574e538a62a6dei;0;0.5260000228881836;0.4;0.09200000017881393
12260;0.44808;0;0;290;line_type_eIhdd870fa8e55f2d020ba54760c2ce382812b043057d2fae380cb0b6a70c2c6eb4eah;0;0.065461;10;0.061023
12261;121.01415252685547;0;0;200;line_type_aerba28fb21723ed8a4ceee499b6d4c9d943887307a12684afad79afe0e09bc0d87te;0;0.33899998664855957;10;0.10199999809265137
12262;150.79600524902344;0;0;155;line_type_n2a80fd5d42089195e7fc9fbb9c2a63cf68ac0bb2085691df355cc18be30f2a7air;0;0.6421999931335449;0.4000000059604645;0.009999999776482582
12263;143.25662231445312;0;0;415;line_type_hnd46b5eda9c0b727183eb374269de7c18598a6ceba50dcfcbd2869ccac968a886eib;0;0.12999999523162842;10;0.10599999874830246
12265;106.1544189453125;0;0;290;line_type_benrb42c91df396c6eca4cd25053a15b0770ca2c993e09b31a4ee7d20981cebaba74ddn;0;0.210999995470047;10;0.15800000727176666
12271;124.28140258789064;0;0;257;line_type_aeGef6a958503b6c5fe5466738444b656b0d825b7ee534f37dd32b6ea5dce0650c0een;0;0.193000003695488;10;0.10700000077486038
12273;192.5796356201172;0;0;603;line_type_bfd64b6f81f917bca51c217ed1b0183fe17d65644e62ece66c2eb6f81958604d55al;0;0.06800000369548798;10;0.09600000083446503
12274;0;0;0;129;line_type_nebba7588d967f0923d1ed9d81e9b47eec1c4cc93c2c57dfe6cad410c16cc8ec7a9bgget;0;0.8700000047683715;0.4;0
12275;140.27210998535156;0;0;296;line_type_42ea0af07d3d511dbab2dfd6fe852aa3e1a1d7dadbdb59373d79df92a824b98dien;0;0.16699999570846558;10;0.10199999809265137
12278;100.40530395507812;0;0;200;line_type_gdcd03427f80a7d75536c0b14368d9e7c253dda099a8d9ee4bf60c54bf31ce7damih;0;0.32199999690055847;10;0.10999999940395357
12279;2.8274333477020264;0;0;170;line_type_neaa472de057d71c797d2033ef53f43596531d588c32d5e2f78799649d102b16b7d;0;0.5149999856948853;10;0.3889999985694885
12283;18.598228454589844;0;0;290;line_type_erede8a94d237cad39d938f6f092bbd227aa352f7534ce5c68e26a60fca396217727d;0;0.38199999928474426;10;0.3499999940395355
12284;0;0;0;999;line_type_t9e62e3229e070f428c91180f34afe9b7b3ba75b283085f2d427bc74e85ba4926nrd;0;0.41100001335144043;0.4;0
12285;17.655750274658203;0;0;170;line_type_arle0ccd302557ced3d675a4739eea0c25e80ee13648eab593f60e9e5317e289ad4rne;0;0.6650000214576721;10;0.3310000002384186
12287;91.54601287841797;0;0;200;line_type_da97b440cfa781d420eed52cb2dcc5d6f9ac5ac6ea61602a649630b49c02f6b07e;0;0.3009999990463257;10;0.11400000005960464
12288;64.55973052978516;0;0;323;line_type_rg47bcba3fee4fdbbe0f3f7b4b6558c60b7fbe006bb3d15dd67ef3723abf6d3099nrann;0;0.2070000022649765;10;0.1289999932050705
12289;147.4663543701172;0;0;296;line_type_nb1898f82a7975f30b048097f25131b5a1b86747deecf797494cbeecca6dd4e858nr;0;0.1899999976158142;10;0.09099999815225601
12290;0;0;0;98;line_type_e810bf9c3ee7e9ab9f6f15da8461d41cf8d1568cfa2f8d74348ffd312631667deina;0;1.3799999952316284;0.4;0.09000000357627869
12291;149.97962951660156;0;0;200;line_type_red794bab2130d070bd4b51583929b3dce1b3b02a89145fceb96966f9319b2939d8ee;0;0.20999999344348907;10;0.09200000017881393
12292;3.22012996673584;0;0;290;line_type_n0f7db426dfcfbba20f268415c0488b05318c08c9965275c04bfd9aa74b88db15r;0;0.43700000643730164;20;0.35600000619888306
12297;111.62078857421876;0;0;171;line_type_rbeec2f0f4f0a8e906b28257e0ddedf46cc0d06374c420a7a8facbdb3a3650999enih;0;0.30000001192092896;10;0.10300000011920928
12298;79.51371002197266;0;0;323;line_type_daf580cdca4fcc711e0f00d35a250a22a8efbcebe3341e5720b996b4c64b198a70ahn;0;0.1979999989271164;10;0.125
12299;6.3774333000183105;0;0;290;line_type_leh685d591b24f36d4cd711c927db353718a86838644167636608bddd7a529bd1e2rel;0;0.4059999883174896;10;0.37700000405311584
12300;0;0;0;135;line_type_r9a0033c88ffd4318cf0128acafdf34769de5bb26c34c1a56a3a839287eef1c77e;0;0.8659999966621399;0.4;0.0860000029206276
12301;157.20529174804688;0;0;343;line_type_rd7c4d597742de14b505d1d151806ffabd32a5980acd398260e4bc81aa07949cfafh;0;0.14900000393390656;10;0.09200000017881393
12302;127.54866027832033;0;0;358;line_type_hem245051103a2258d9e8be9f6201efa1396d2c1cc88588c04db7d3ad78e77b843eGl;0;0.16899999976158142;10;0.11100000143051147
12304;13.037609100341797;0;0;170;line_type_nied60c04d39b9d91f97b44610ab20a740746533040351461f49c9769aeefd362eddfet;0;0.7699999809265137;10;0.3779999911785126
12305;0;0;0;999;line_type_gg54e67ba4b0578039fe077554c250b54bddb0e73f42d2a77a958bd25a6d19cb0et;0;0.32100000977516174;0.4;0.0820000022649765
12306;25.7924747467041;0;0;290;line_type_3af4994bfadbad131cbff32c36f438d78b504a8756d04bd4a14ab65e32c6dfa6e;0;0.36800000071525574;10;0.33500000834465027
12307;58.05663299560547;0;0;290;line_type_c5a42daff4d95c7449725c53d61e552a0898d60c24356084a85931e8eeeeed07h;0;0.3100000023841858;10;0.2549999952316284
12310;36.12831497192382;0;0;170;line_type_addcd0fb447f3bf53a55d680c2fbba5afecdd84eb085050ee7b86b5f3abe4d675bl;0;0.4659999907016754;10;0.2440000027418137
12311;128.4911346435547;0;0;294;line_type_ecbf89ebfd3ebc2d4d4814cdbb7fc61cfb71e9cfe3a0996972b8b16f007ba15bae;0;0.18000000715255737;10;0.10100000351667404
12313;260.75201416015625;0;0;270;line_type_frd5198e840bdfd45702ddec237dbf3e27be3f2374cef21ded4da24816c2d94030;0;0.20600000023841858;0.4000000059604645;0.08042480051517487
12330;9.519025802612305;0;0;290;line_type_7c69bcfff7312cd1105d299a31b5677b19d6cc59a2325e74836f25438d3edb86e;0;0.4000000059604645;10;0.3700000047683716
12333;74.11016845703125;0;0;316;line_type_ae7691447c643a90ea99372452111ec94aa61ed59c9853ff27819fe730d6030be0b;0;0.20999999344348907;10;0.12600000202655792
12336;140.36636352539062;0;0;358;line_type_trbtn51f67f76ccad41e3eebe513806f8ba92e80c937891389a6f0343589f70b229e6i;0;0.13699999451637268;10;0.10700000077486038
12337;0;0;0;999;line_type_rnha45ec8d9c907ccd01b513cf58b056afd2fab587c3a9ce2cb884caaca7a033cb7ae;0;1.149999976158142;0.4;0
12342;138.4185791015625;0;0;358;line_type_dlI5f02fc1f3df94118ae9bc5e8a7840f437a4d38803d6b955e46c6392cc1dae1c4r;0;0.1420000046491623;10;0.1080000028014183
12343;65.97344207763672;0;0;323;line_type_eeb59fc9594747b6c596737e6f7ef1c57d122bb1f54a6959bb26d60b59421f519eed;0;0.20600000023841855;10;0.12800000607967377
12347;157.3623809814453;0;0;343;line_type_eeea46eb5616d9c37ae83c288cd12d9e3faa08f8ac64ec629d082346eb463077deggG;0;0.15199999511241913;10;0.09000000357627869
12348;2.8274333477020264;0;0;210;line_type_ee8b8f6a23e1f73f4f495d493da933609cedfdd37f99a0c6050b0edf608b40a8a6l;0;0.5950000286102295;10;0.3910000026226044
12349;54.6637121724624;0;0;334;line_type_bedb4b470b854405994b802840f3ebde53aa4dacbe385e5d6bce5b8afdcfbb6e7aerGh;0;0.15;30;0.12
12350;78.75972747802734;0;0;290;line_type_hnn03c0453153eb9e610b126adbd2069c2ec1c9c329a2feb760bd8df95e200f348dln;0;0.28700000047683716;10;0.2409999966621399
113;0;0;0;0;line_type_6d4d8f535387aa6f_6d4d82d4fe023e8c;0;0.4;0.4;0
12353;0;0;0;103;line_type_id29334c4f5087550dc84f1ae7964f87929b7741897d855c54e702bced21a67aabrrb;0;1.2009999752044678;0.4;0.09399999678134918
12354;136.75352478027344;0;0;343;line_type_a7c34ecb7b195eb970e7c03cba5a5aad954ddceb972fd42a810941df1e77ac58Ild;0;0.164000004529953;10;0.10499999672174454
12264;117.49556732177734;0;0;316;line_type_ti7726ca3fa94fd2b8c4bf27727aea47447ef69ceaa091de315d100e0bb5b09385gnt;0;0.210999995470047;10;0.11400000005960464
12266;0;0;0;98;line_type_r3b0f04e2a4051e12fa3861273bddcd4d7647cc93ff5c36cf13cd4d5338adad80na;0;1.1410000324249268;0.4;0.09000000357627869
12267;106.1544189453125;0;0;200;line_type_2544633dcf29da9bf196bbf8486080459bb7807ff7a437df2deec551cd893536n;0;0.26499998569488525;10;0.11299999803304672
12269;0;0;0;999;line_type_ettb522eacfe885a46cddd40750d693b4c7f2825173f5b6bc52f34721d833cb0d94a;0;0.4429999887943268;0.4;0.0689999982714653
12270;110.0185775756836;0;0;200;line_type_reed4e70315e217caf24b48f76c6dcc7f288c4ae2f2f345ddf0c8bb51a08e8cae14Gibh;0;0.3540000021457672;10;0.10499999672174454
12272;128.71104431152344;0;0;294;line_type_rb7f54b37de31c737070aac8d180a1d940e8fdbee6c074e0d6c55020ede4a82e0cneml;0;0.18299999833106995;10;0.09799999743700027
12277;67.32433319091797;0;0;316;line_type_rlg2d4574ca743f81b756f62a8977e9b150bff8ec52ad97c10423b560eeb91f8712enrG;0;0.20999999344348907;10;0.12800000607967377
12280;70.0575180053711;0;0;200;line_type_nerff39fc5517a8dbb90eceb6f6568affb9b5af1cb81f7226e1570db68b06b38564Igahi;0;0.3700000047683716;10;0.2240000069141388
12281;75.96370697021484;0;0;323;line_type_bce30c3ba0091429334b6252f7e83b841b692775b8262ad9c990485d1bd87ceer;0;0.20000000298023224;10;0.12600000202655792
12293;134.71148681640625;0;0;200;line_type_brcdad80f66816562c301dde76f6e0f1f7c85ddca02b0dbda7e23089d3af63f64die;0;0.25099998712539673;10;0.09700000286102295
12294;47.815040588378906;0;0;160;line_type_hn23a719383d4b1c0948b18fc2d41bb95d52605a6ae1db354c45e477af0b0f878bei;0;0.531000018119812;10;0.3070000112056732
12295;0;0;0;999;line_type_eil9a32938be96e9a7743c04227f66ba5535ee96802582fc7cbd15435b981fbac5eidh;0;0.4440000057220459;0.4;0.08500000089406967
12296;46.589820861816406;0;0;290;line_type_bc74068bb7a63768a56f5132166a6bf84f14cd7158d3cfca9a4be617c1b77289bbb;0;0.3269999921321869;10;0.289000004529953
12308;2.8274333477020264;0;0;160;line_type_lt470e112041694602c112302207dbf9cf19c7a60e50550a615b0f6b5ebac2ddcbrtrl;0;0.7350000143051147;10;0.4169999957084656
12309;70.90574645996094;0;0;210;line_type_ttn68a2c94ee9680ad48d5bcb11b00776599933eb92210be8767afc6647f774d8dcn;0;0.3619999885559082;10;0.23800000548362732
12312;0;0;0;313;line_type_b0ffb606bfb613690fd270b3f56edbd8acccf7ab743e90cdb7859c367eba7bf05i;0;0.16699999570846558;0.4;0.08299999684095383
12314;117.99822235107422;0;0;290;line_type_i0a85a0782f199ca59aa688c156db22cb3565667b6aa569342ea2693bc52370c8ei;0;0.18799999356269836;10;0.13199999928474426
12315;128.7738800048828;0;0;294;line_type_ebti2ba129180fb524d634be8a07afbb111545985f260a0005a6bf05c0a0f9ddd938n;0;0.18400000035762787;10;0.09700000286102295
12316;27.488935470581055;0;0;290;line_type_b71a0f65c4e779c261e588c1281b32a2e539c38771746e6e392ddd7a85989b223rn;0;0.3700000047683716;10;0.328000009059906
12317;119.50618743896484;0;0;257;line_type_aefb9c2c2a9618ecf080290c6eb969d8bfcfe7ba6bd4c0f87df508ba50389676;0;0.2290000021457672;10;0.10000000149011612
12318;0;0;0;316;line_type_e794dda5a796747f51325fcadfda16f55fbe4cb4c631f676a3b696a4c3b93b4a7edat;0;0.20200000703334808;0.4;0.11299999803304672
12319;119.91458892822266;0;0;257;line_type_nl10e517433fbf241c50965fea31c4ae42ef8a181b42441f4d757e300bcaabbee6iet;0;0.22599999606609344;10;0.10100000351667404
12320;14.702653884887695;0;0;170;line_type_r5aae57a295672067557a6ded2352e8b3bfb60869fcd12793e84c7fe9eaae3379en;0;0.7099999785423279;10;0.35199999809265137
12322;40.27521896362305;0;0;290;line_type_ltl5ef39d56d57075ba0018eaac261485151abff9aeeed467a4a0f586244b01d64egGe;0;0.3400000035762787;10;0.30300000309944153
12323;0;0;0;129;line_type_bbnb9c8df55c66d3e695eae62ac9abde17e6c11c5fa15f6a68746a4bb2fa5ecb47ee;0;0.8700000047683715;0.4;0.08799999952316284
12324;0;0;0;999;line_type_trbe36f6ebfb0d26dfb3366754dd781c8fac0bdee4783d5f16fe54a1e032b99f1b5heten;0;0.7239999771118164;0.4;0.0860000029206276
12325;124.68981170654295;0;0;315;line_type_edbd055195044fb4db03a896a0ce3ddfd0f7ff88320bd57aeec529b3a70be44735l;0;0.1809999942779541;10;0.11400000005960464
12327;158.17918395996094;0;0;296;line_type_tfe3e2e25d5edf6e42726ada097852180dcc4b9787da49a76614853e7ceb67e84g;0;0.1589999943971634;10;0.08900000154972076
12328;0;0;0;999;line_type_r0631ee796bf7e803157208585ae981643ea758c102ca1be7e36d6f39a1ecc685iee;0;0.3190000057220459;0.4;0.07800000160932541
12329;113.41149139404297;0;0;200;line_type_nrbab43fcd9caf618a16464968db2c93b6089fa6a115d9f69767ce3b77bf53c6bete;0;0.25600001215934753;10;0.10899999737739563
12331;94.0906982421875;0;0;290;line_type_eda31f94310c0b60abdb41e2a9c38f4eb8d4efa37bd3ff8ff33bcd580cdd8de666fitt;0;0.23399999737739563;10;0.1850000023841858
12332;141.6544189453125;0;0;200;line_type_leemetaceb1c03d7de7dbe5d968f19c5bf73463b9a478697d29518c58b39efc04df2b0b;0;0.25699999928474426;10;0.09399999678134918
12334;39.48981857299805;0;0;200;line_type_mGehn5e8c4ca4fb723ec6179ba806a549095f99275fb5f8243c6b9538c3aa351350afn;0;0.34200000762939453;10;0.24899999797344208
12338;0;0;0;215;line_type_trb1f5154aad2765d9ec74d6c263e6307e0c0f3a4ae321feeae4c65ea882b4abfddh;0;0.3190000057220459;0.4;0.0860000029206276
12339;18.91238784790039;0;0;290;line_type_eaen3fa0ef00bc52394f80b726167f908310f9330d6159dcb9139df0813409fc5ffaia;0;0.38199999928474426;10;0.3499999940395355
12340;159.43582153320312;0;0;343;line_type_ee5dc07f96ca6d88a25ef3942cc6e687ed69dc2eed021e295211ddfc3a90cbf97ededb;0;0.15199999511241913;10;0.09000000357627869
12341;90.79203033447266;0;0;323;line_type_bnf7be815576321a58227a2ea111c88e1fa59cb50bf7118d43b62687bcd9c374ffdna;0;0.19099999964237213;10;0.12099999934434892
12344;146.209716796875;0;0;229;line_type_ad442daf2f94d12a2ca59cc6b1b0387a66700d5b1a70e7c58dbdacb246bfde3f24n;0;0.20000000298023224;10;0.09399999678134918
12345;142.69113159179688;0;0;358;line_type_abd00302387a03a24429179ce9b61cf83270843849eb857f6bca7629aa5c92d35cn;0;0.13099999725818634;10;0.10599999874830246
12346;120.76282501220703;0;0;200;line_type_be0a19082b8b9c91488a1fec5f6b5785003b086171220350ea5b948612db1adc28r;0;0.3449999988079071;10;0.10199999809265137
12351;0;0;0;34;line_type_hr6a6131d7b76e884ddb1bfadd9ba4ad1c49b1997363e203707f188fcfceb0a919rned;0;8.869999885559082;0.4;0
12352;115.98760223388672;0;0;290;line_type_4fe22c95c6f73550982fdb8270c8c742bc1012e4b0add481979ebeebed6e789ddni;0;0.19200000166893005;10;0.13600000739097595
12355;145.48715209960938;0;0;296;line_type_bmhef3ee56dfd418cb9c801075d059578a11b89d4ccb85fa16ebd9661829ca378dfidd;0;0.19200000166893005;10;0.09300000220537186
12363;0;0;0;225;line_type_igbd68aecb51b26a72ffa670b21c1aacdafe24810b5b2feee51fa87db67d73470bc3nid;0;0.5550000071525574;0.4;0.30000001192092896
12364;0;0;0;215;line_type_ng3c5dd4f6cf76f95bce6c560d6689dbc1208c774c262556e18f006978ba699cberb;0;0.3190000057220459;0.4;0.07800000160932541
12367;0;0;0;999;line_type_reieed6993fc7cdc57896597e83983121888021f20d34d416bdac70eb225d1bc893ten;0;0.8659999966621399;0.4;0.0860000029206276
12368;150.79600524902344;0;0;135;line_type_23185ed1c9a025539f44df9eb464c36f22a27170207cbd2c653620eb2c8a54d6n;0;0.8679999709129333;0.4000000059604645;0.07500000298023224
12371;0;0;0;179;line_type_faeemf5df5c1b0e73bca45ffdd8d150455e0f99217535809b52694d709ab853b7e616ie;0;0.4440000057220459;0.4;0.0869999974966049
12372;201.06199645996094;0;0;400;line_type_e75e8af1b3de1468fd94e70acbf91e70092481792ef80c2c0342b915ff2031b93li;0;0.1265999972820282;0.4000000059604645;0.10000000149011612
12374;126.63759613037108;0;0;200;line_type_he863e90ad76030d1722d12f7a9371c3bdeeddaaecb5a56f31ac0c01456bdac93dnin;0;0.1809999942779541;10;0.10999999940395357
12378;21.20574951171875;0;0;170;line_type_e1321fdf79bb75bcb6264bc6f3327a627dac0b3e03b1700c6ed11481593ca56d4dre;0;0.7279999852180481;10;0.35899999737739563
12380;125.28671264648438;0;0;290;line_type_tda02e8f7d922566c52ca4c7bf5bc4e69bdd83906036b13f9ec1748cf9f8cb2b86bet;0;0.17299999296665192;10;0.11599999666213989
12382;61.732295989990234;0;0;323;line_type_ndbd3710509dc407f5f8f1ced13af3402ede00d09fd2ef895f995e745e7ff13ce0abet;0;0.20900000631809235;10;0.12999999523162842
12385;1.4922565104551517;0;0;645;line_type_nln00c54003aaeed6cbcd227889b97820f2a8b5766cc8def64624896bec3ad7c92feb;0;0.1188;110;0.39
12387;10.241592407226562;0;0;290;line_type_e0d530efd24345f382d02ed240c486a383318e3e9c0f38bbb494c922935466e43ti;0;0.39500001072883606;10;0.36399999260902405
12389;160.22122192382812;0;0;343;line_type_b8c3f286fe91fd1b41e0316f96d26f37366889fa0a551628fdd329774273f4b3;0;0.15299999713897705;10;0.08900000154972076
12394;122.55352783203125;0;0;323;line_type_7ab79b491872c7dea5f55f6b4509aec63a8881570f45eb2b374786e9efbe3a49htt;0;0.1720000058412552;10;0.1120000034570694
12398;11.435397148132324;0;0;290;line_type_ra72f085a5db25d8786c63f734eb6f8719526e3aab5bab536230807b8ed4851654dd;0;0.3959999978542328;10;0.3659999966621399
12399;3.020009994506836;0;0;85;line_type_ebi8565e47d470d1acc778bced22351da3d1b0960c2fa15f09f54216ae92dc75dcdi;0;2.0160000324249268;0.4000000059604645;0.3659999966621399
12401;0;0;0;75;line_type_nGh8dfdf5daec961bd8b3b2298c03b3568637a55acb50a514f4594b63f1f204f595;0;1.809999942779541;0.4;0.09399999678134918
12402;124.06149291992188;0;0;200;line_type_ee8927e26e07e16da8a847e35cccb82a30046668dff9e810a41551bf40606b1232nt;0;0.2590000033378601;10;0.10599999874830246
12405;10.115928649902344;0;0;170;line_type_eIi8f9d69ee7491fbfcb01699b3e7e020fa8e7958948e4d73d265a2c73e84ba23f3nee;0;0.7860000133514404;10;0.38499999046325684
12407;0;0;0;274;line_type_if63377034060ab18f09408fa81fe7af5eb4b75829d008298b84098fa999ac116ee;0;0.2319999933242798;0.4;0
12410;47.49300003051758;0;0;320;line_type_iead4a699744adf20831d2896799a888acdc00be52f2c6814494cab3b5bc15cd4cenrnn;0;0.5009999871253967;20;0.7160000205039978
